last_name,first_name,position,total_bases,opportunities,percentage,player_id
peraza,jose,8,-4,47,-0.085,606299
o'malley,shawn,8,-9,19,-0.474,502523
maybin,cameron,8,-17,424,-0.04,457727
bourn,michael,8,-50,344,-0.145,456422
souza,steven,8,-4,13,-0.308,519306
martinez,michael,8,-3,12,-0.25,492841
jennings,desmond,8,-16,121,-0.132,457775
mahtook,mikie,8,-12,76,-0.158,543484
szczur,matt,8,-6,47,-0.128,519333
robinson,shane,8,-12,42,-0.286,453203
shuck,jb,8,3,232,0.013,543776
young,chris,8,3,23,0.13,455759
rodriguez,sean,8,0,4,0.0,446481
almora,albert,8,4,92,0.043,546991
selsky,steve,8,1,9,0.111,592731
gillespie,cole,8,0,1,0.0,502261
rua,ryan,8,1,7,0.143,607387
wong,kolten,8,1,30,0.033,543939
pham,tommy,8,-34,136,-0.25,502054
decker,jaff,8,0,8,0.0,543094
bryant,kris,8,0,1,0.0,592178
d'arnaud,chase,8,-1,19,-0.053,488818
orlando,paulo,8,13,158,0.082,449181
smolinski,jake,8,14,227,0.062,519295
almonte,abraham,8,-3,6,-0.5,501659
parker,jarrett,8,0,4,0.0,592620
bonifacio,emilio,8,-2,5,-0.4,466988
pagan,angel,8,-8,24,-0.333,434636
robertson,dan,8,0,1,0.0,543706
ladendorf,tyler,8,-1,1,-1.0,502285
toles,andrew,8,-8,16,-0.5,592808
van slyke,scott,8,-2,5,-0.4,475100
puig,yasiel,8,-1,12,-0.083,624577
granderson,curtis,8,-5,125,-0.04,434158
borbon,julio,8,-1,7,-0.143,474865
elmore,jake,8,-2,5,-0.4,518653
conforto,michael,8,1,20,0.05,624424
cunningham,todd,8,0,1,0.0,592239
turner,trea,8,2,182,0.011,607208
dahl,david,8,-5,23,-0.217,621311
ruggiano,justin,8,-5,25,-0.2,448605
tilson,charlie,8,-1,4,-0.25,605508
yelich,christian,8,-4,132,-0.03,592885
altherr,aaron,8,-7,38,-0.184,571437
springer,george,8,0,5,0.0,543807
benintendi,andrew,8,0,13,0.0,643217
hernandez,teoscar,8,-11,41,-0.268,606192
aviles,mike,8,0,1,0.0,449107
buss,nick,8,-3,12,-0.25,502544
haniger,mitch,8,-5,91,-0.055,571745
goodwin,brian,8,1,5,0.2,571718
reimold,nolan,8,3,18,0.167,460099
peterson,jace,8,2,4,0.5,607054
pollock,a. j.,8,2,50,0.04,572041
kemp,tony,8,0,1,0.0,643393
schafer,logan,8,6,12,0.5,502582
hernandez,gorkys,8,3,36,0.083,491676
jones,jacoby,8,-5,16,-0.312,592444
tapia,raimel,8,4,26,0.154,606132
gardner,brett,8,-1,3,-0.333,458731
garcia,leury,8,-9,52,-0.173,544725
alcantara,arismendy,8,0,6,0.0,570489
kelly,ty,8,2,1,2.0,571841
gamel,ben,8,0,10,0.0,592325
eibner,brett,8,3,66,0.045,518649
nimmo,brandon,8,0,5,0.0,607043
quinn,roman,8,3,13,0.231,596451
santana,domingo,8,0,9,0.0,570267
williams,mason,8,-1,4,-0.25,592863
iribarren,hernan,8,0,18,0.0,454975
reed,michael,8,2,20,0.1,605439
margot,manuel,8,6,32,0.188,622534
perez,hernan,8,-5,28,-0.179,541650
young,eric,8,-2,4,-0.5,458913
