last_name,first_name,position,total_bases,opportunities,percentage,player_id
gillaspie,conor,5,-17,69,-0.246,543216
perez,hernan,5,-16,128,-0.125,541650
alvarez,pedro,5,-6,9,-0.667,476883
rogers,jason,5,0,2,0.0,595386
brignac,reid,5,-6,16,-0.375,458582
rua,ryan,5,3,3,1.0,607387
kang,jung ho,5,-29,251,-0.116,628356
cuthbert,cheslor,5,-52,316,-0.165,596144
johnson,chris,5,-1,16,-0.062,453400
campbell,eric,5,-1,8,-0.125,493472
alberto,hanser,5,-1,16,-0.062,593643
alonso,yonder,5,-3,12,-0.25,475174
gyorko,jedd,5,6,78,0.077,576397
pennington,cliff,5,0,1,0.0,460060
sanchez,carlos,5,-1,10,-0.1,570560
cabrera,miguel,5,0,2,0.0,408234
soto,geovany,5,-1,1,-1.0,434567
marte,jefry,5,-14,56,-0.25,527043
burns,andy,5,0,6,0.0,542992
d'arnaud,chase,5,-2,34,-0.059,488818
saladino,tyler,5,-3,31,-0.097,573135
janish,paul,5,-3,24,-0.125,457926
paredes,jimmy,5,-1,7,-0.143,517370
reynolds,matt,5,-1,6,-0.167,608703
moran,colin,5,-5,19,-0.263,592567
muncy,max,5,-1,4,-0.25,571970
merrifield,whit,5,6,11,0.545,593160
kelly,ty,5,2,13,0.154,571841
ladendorf,tyler,5,2,9,0.222,502285
motter,taylor,5,2,10,0.2,600301
hernandez,marco,5,-8,16,-0.5,593523
garcia,greg,5,4,28,0.143,594824
duvall,adam,5,0,3,0.0,594807
cowart,kaleb,5,-2,37,-0.054,592230
petit,gregorio,5,-4,21,-0.19,463610
descalso,daniel,5,-3,4,-0.75,518614
peralta,jhonny,5,-13,166,-0.078,425509
o'malley,shawn,5,-2,13,-0.154,502523
profar,jurickson,5,-4,46,-0.087,595777
martinez,michael,5,-4,5,-0.8,492841
schimpf,ryan,5,-3,34,-0.088,572114
de jesus,ivan,5,-6,23,-0.261,474443
worth,danny,5,1,11,0.091,519445
johnson,kelly,5,0,39,0.0,430637
snyder,brandon,5,-2,9,-0.222,474319
goins,ryan,5,-3,8,-0.375,572365
marrero,deven,5,1,5,0.2,571918
pena,ramiro,5,-7,19,-0.368,455369
beckham,tim,5,-5,8,-0.625,542921
taylor,chris,5,0,7,0.0,621035
candelario,jeimer,5,-2,6,-0.333,600869
chisenhall,lonnie,5,0,1,0.0,502082
reyes,jose,5,-33,125,-0.264,408314
middlebrooks,will,5,6,21,0.286,519025
healy,ryon,5,-23,201,-0.114,592387
murphy,daniel,5,-2,3,-0.667,502517
frazier,adam,5,-4,10,-0.4,624428
adames,cristhian,5,0,4,0.0,542436
elmore,jake,5,-5,11,-0.455,518653
bregman,alex,5,-1,107,-0.009,608324
escobar,eduardo,5,-4,50,-0.08,500871
santana,danny,5,-1,6,-0.167,542454
villar,jonathan,5,-38,106,-0.358,542340
mcgehee,casey,5,-3,50,-0.06,431171
rivera,t. j.,5,-4,13,-0.308,608061
segedin,rob,5,-1,11,-0.091,574847
holaday,bryan,5,0,1,0.0,592407
difo,wilmer,5,2,4,0.5,594694
jones,jacoby,5,-1,7,-0.143,592444
moncada,yoan,5,-2,17,-0.118,660162
gurriel,yuli,5,-7,44,-0.159,493329
valaika,pat,5,-4,4,-1.0,642162
shaffer,richie,5,0,3,0.0,572128
aybar,erick,5,-5,17,-0.294,430947
beresford,james,5,5,6,0.833,503437
renda,tony,5,0,3,0.0,573113
solano,donovan,5,-2,1,-2.0,456781
querecuto,juniel,5,0,2,0.0,578570
gimenez,chris,5,0,3,0.0,460269
rosario,alberto,5,0,1,0.0,451705
ruiz,rio,5,1,4,0.25,547004
gallo,joey,5,0,5,0.0,608336
