player_id,position,total_bases,opportunities
475100,8,0,1
518466,7,-9,56
502317,7,-6,46
461865,8,-28,102
592731,8,-3,8
571788,7,1,30
545341,8,-4,11
518614,7,-8,81
457706,7,-11,83
501659,7,4,39
571757,7,-2,17
624424,8,-35,156
543305,8,-17,194
502226,7,-19,65
489267,7,-3,2
592261,7,-28,216
519184,7,-56,283
600301,7,0,45
461865,7,-15,74
643217,8,-37,130
455759,7,-34,121
594809,7,1,11
466988,7,-3,12
641820,7,-81,338
624424,7,-31,213
571437,8,-10,59
452234,7,-2,32
543590,7,-1,4
592696,8,-13,38
461235,7,-1,13
506560,7,-1,5
502082,8,-19,79
571771,7,0,49
572204,8,-2,22
519333,7,-2,80
543484,7,-14,68
501571,8,-41,305
519184,8,-1,14
527043,7,-4,5
591994,7,-2,30
606132,7,-9,59
572816,7,-35,350
488721,8,-6,91
628338,7,-14,208
543094,8,-2,56
457727,8,-29,207
571697,7,-3,27
572191,8,-110,483
543281,7,-6,28
642707,7,-24,103
502226,8,-5,17
605125,7,0,1
595426,7,-2,6
450314,7,-6,59
596146,8,2,51
400085,7,-11,37
457705,8,-121,535
608671,8,0,10
518649,8,-3,11
451089,7,-2,49
621002,7,-1,1
445055,7,-25,118
500874,7,-33,76
500871,7,-2,3
571437,7,-40,196
594988,8,-10,59
594576,7,-5,5
518649,7,-5,9
623182,7,-3,22
607385,8,-33,120
519306,8,-4,11
502210,8,-16,28
593528,8,0,2
474832,7,-9,37
459964,7,-11,85
570256,8,0,19
591741,7,-19,39
456488,7,-21,79
453211,8,-13,30
641355,7,-21,120
592261,8,-58,200
605486,7,-1,84
643393,7,-8,25
534606,8,0,4
642162,7,1,11
572073,8,-13,56
628338,8,-44,281
435622,7,-44,239
621471,7,-5,20
475247,7,-2,7
541650,7,-30,143
593160,7,3,20
501659,8,-7,28
543484,8,-78,329
506560,8,-5,8
649557,7,0,2
571841,7,-6,16
545350,7,-2,11
502054,8,-17,144
572669,8,-6,31
458675,7,-22,92
543094,7,-1,2
400085,8,-12,38
448605,7,-7,20
453923,8,-32,110
642423,8,-2,15
502054,7,-47,301
650490,7,-2,3
607471,7,-4,8
591994,8,-13,44
608577,7,-37,175
571718,8,-42,131
592178,8,0,2
492841,8,-4,6
460086,8,-3,29
434158,7,-23,86
448605,8,2,3
593528,7,-6,18
519333,8,-5,58
467827,8,0,2
543257,7,-13,73
664023,8,-42,146
592192,7,-11,64
571718,7,-4,80
453923,7,-11,86
664023,7,-4,36
592192,8,-15,68
592419,8,-15,79
605548,8,-89,339
434604,7,-2,2
571681,8,-27,127
571553,7,-2,3
485567,8,-19,38
519299,7,0,1
543611,7,8,5
546990,7,0,4
642707,8,-1,6
571681,7,4,7
543706,8,-3,6
592325,7,-70,329
458085,7,-2,15
542303,8,-5,14
489138,7,-1,11
640461,7,-5,9
543611,8,-3,5
621035,8,-39,162
624428,8,-1,7
607776,7,1,25
641553,8,-111,470
502100,8,-8,69
624585,7,-8,20
614173,8,-26,85
452252,7,-16,83
444379,7,-11,40
572008,7,-2,2
458913,7,-8,85
501303,7,-6,53
458913,8,-7,48
593525,7,-4,31
453203,8,-6,18
543706,7,2,30
642423,7,-4,7
458675,8,0,1
492841,7,0,2
542993,8,-2,5
608336,7,-5,64
446381,7,-4,3
621433,8,-19,95
430605,7,0,34
606132,8,-1,13
517369,7,-31,241
596103,7,-24,121
621433,7,1,3
572669,7,7,50
595144,7,-6,16
605480,8,-46,202
608701,7,-1,5
542454,8,-9,10
622666,7,0,2
595144,8,-42,171
621446,7,-3,11
621446,8,-9,31
621035,7,-23,179
576397,7,0,3
605233,7,-35,118
593700,8,-3,34
592863,8,-14,18
596105,7,1,18
458731,8,-12,64
434658,7,0,34
607043,8,-8,40
575929,7,0,9
519390,7,-1,4
573088,7,-10,45
596105,8,0,1
570481,7,-1,3
596103,8,0,3
594694,8,-2,6
460269,7,-2,11
607043,7,-22,144
623182,8,-7,10
592178,7,-4,5
624507,7,-4,2
572204,7,-1,11
642180,7,-3,5
608384,7,-14,43
544925,7,0,6
643565,7,-11,8
640449,7,-48,100
608061,7,2,1
608703,7,1,15
502100,7,-17,46
592685,7,-8,38
643335,8,-4,104
643335,7,-2,21
608384,8,-11,63
516782,7,-9,224
605509,7,-2,18
614173,7,-5,6
453203,7,-7,18
593700,7,-6,23
594694,7,2,2
664057,7,0,6
444482,7,-17,145
570489,7,0,1
664056,8,-29,83
605233,8,-2,10
573088,8,0,5
592685,8,-13,27
446481,7,2,18
664057,8,3,16
656669,7,-6,34
547170,7,-3,109
527049,7,2,28
656555,7,-17,97
621471,8,-23,117
542340,8,-10,10
640461,8,-11,22
446481,8,-3,5
457477,7,1,24
465753,7,4,8
571745,8,-2,17
493114,8,-2,6
571745,7,-4,3
465753,8,-17,38
523253,7,1,2
457477,8,3,7
408314,7,-3,3
520471,8,-6,9
640447,8,-7,40
502082,7,-3,22
656185,7,-2,8
607297,7,7,5
657077,8,-2,7
656185,8,-16,53
449181,8,-18,44
444843,7,0,17
459964,8,0,4
542642,7,5,31
606192,7,-10,55
641355,8,0,14
502117,7,3,9
664056,7,-2,11
459431,7,-8,13
606192,8,-7,20
657077,7,-2,5
640447,7,-2,9
592626,7,-4,5
595238,7,0,1
450641,7,2,2
606299,8,-5,8
643565,8,-4,7
641598,7,-1,5
645302,8,3,5
641432,7,-12,32
608672,7,-1,6
643393,8,1,5
547982,7,-1,1
669720,8,5,24
623993,7,0,1
518618,7,-1,8
600524,7,-2,2
593525,8,-1,3
435622,8,0,7
543401,8,-16,35
605253,7,3,2
450641,8,0,1
519295,7,-2,1
608385,7,0,2
622441,8,-1,1
519295,8,-6,35
595238,8,2,24
643603,7,4,5
641796,7,0,1
