last_name,first_name,position,total_bases,opportunities,percentage,player_id
miller,brad,5,-2,2,-1.0,543543
garcia,greg,5,0,3,0.0,594824
hicks,john,5,0,1,0.0,543308
hernandez,enrique,5,-1,1,-1.0,571771
flaherty,ryan,5,-2,26,-0.077,475247
drury,brandon,5,-6,17,-0.353,592273
olivera,hector,5,-4,34,-0.118,493343
baez,javier,5,2,20,0.1,595879
seager,corey,5,-2,13,-0.154,608369
martinez,michael,5,0,1,0.0,492841
castro,daniel,5,-2,5,-0.4,593495
hague,matt,5,0,1,0.0,518755
marrero,deven,5,-2,20,-0.1,571918
duffy,matt,5,0,3,0.0,592274
d'arnaud,chase,5,3,7,0.429,488818
o'malley,shawn,5,-1,3,-0.333,502523
utley,chase,5,3,9,0.333,400284
rivera,yadiel,5,0,2,0.0,592680
sardinas,luis,5,-3,5,-0.6,596143
kawasaki,munenori,5,0,5,0.0,493128
