player_id,position,total_bases,opportunities
,4,-35,206
,9,-48,311
407812.0,7,-41,178
543939.0,4,-62,485
624585.0,9,-87,321
445055.0,8,-38,200
458085.0,7,-69,280
519203.0,3,-29,262
518792.0,9,-110,542
600303.0,4,-5,36
592609.0,5,-18,49
425509.0,6,-50,503
571431.0,3,-16,76
451594.0,8,-138,590
516770.0,6,-41,392
570489.0,4,0,27
430947.0,6,-78,500
545361.0,8,-140,709
543213.0,4,-55,376
,6,-38,231
459964.0,7,-51,205
572122.0,5,-70,443
,8,-68,315
594777.0,9,-171,635
429664.0,4,-18,441
543543.0,6,-33,309
554429.0,7,-48,155
,5,-34,195
457706.0,8,-131,513
,7,-51,229
501896.0,5,-57,240
,3,-15,147
543829.0,4,-51,474
542303.0,8,-101,474
434604.0,3,-13,77
445988.0,5,-42,299
458913.0,8,-7,62
592743.0,6,-16,508
588751.0,6,-40,454
430948.0,5,-31,124
430637.0,7,-10,90
607054.0,4,-49,463
592885.0,7,-106,359
519317.0,9,-81,322
455976.0,9,-153,593
458913.0,7,-2,20
518692.0,3,-22,196
595281.0,8,-100,690
457775.0,7,-12,62
501983.0,9,-31,84
425766.0,3,-31,158
519306.0,9,-99,356
523253.0,4,-48,374
456665.0,3,-13,52
457477.0,7,-58,227
452678.0,6,-61,352
446334.0,5,-62,371
592518.0,5,-105,474
475247.0,6,-7,25
570731.0,4,-34,275
456030.0,4,-29,297
605125.0,5,-31,128
520471.0,6,-76,492
429713.0,9,-31,131
605141.0,8,-165,651
593428.0,6,-59,550
425664.0,9,-23,99
546318.0,8,-121,622
120074.0,3,-4,9
519184.0,7,-74,362
435063.0,3,-35,192
400284.0,4,-47,289
434670.0,7,-112,311
467055.0,5,-60,296
458675.0,7,-34,172
474892.0,3,-32,179
608070.0,6,-34,123
456422.0,8,-110,425
543401.0,4,-32,364
488726.0,7,-112,372
472528.0,5,-33,235
476704.0,6,-11,66
467793.0,3,-37,192
461235.0,9,-68,317
514888.0,4,-29,470
502082.0,5,-29,137
501981.0,7,-76,355
516416.0,6,-40,477
460075.0,9,-133,455
518934.0,4,-20,472
571697.0,4,-40,300
452252.0,3,-20,185
460576.0,8,-107,506
471865.0,9,-192,557
408047.0,3,-12,70
572816.0,7,-47,185
133380.0,5,-60,277
453064.0,6,-23,404
453568.0,8,-190,626
501255.0,5,-3,5
518614.0,6,-13,90
453568.0,9,3,20
592206.0,5,-47,353
408234.0,3,-16,204
435079.0,4,-20,510
572821.0,4,-75,543
542455.0,7,-15,56
116338.0,9,-105,477
542454.0,6,-18,238
493316.0,7,-78,506
457788.0,8,-39,115
434658.0,8,-56,179
502110.0,9,-149,545
461858.0,5,-64,392
578428.0,6,-33,364
408045.0,3,-47,265
475582.0,3,-35,167
488862.0,5,-67,240
501571.0,8,-89,484
502517.0,4,-14,182
572191.0,8,-119,441
431151.0,5,-25,79
527038.0,6,-56,305
462564.0,4,1,74
434158.0,9,-130,560
435622.0,6,-54,511
547180.0,9,-136,555
446263.0,3,-35,229
489138.0,7,-14,38
571740.0,8,-72,479
453943.0,5,-87,387
435522.0,4,-18,459
408252.0,4,-24,432
446359.0,6,-13,157
516782.0,7,-115,459
407781.0,7,-96,317
543281.0,5,-32,175
457705.0,8,-134,573
474568.0,6,-37,384
570256.0,9,-152,553
476883.0,3,-46,205
592626.0,8,-144,539
346874.0,5,-42,222
571976.0,8,-47,131
519025.0,5,-26,146
624577.0,9,-50,242
425549.0,6,-29,209
408307.0,7,-46,127
461314.0,9,-171,581
576397.0,4,9,252
276519.0,6,-32,414
475174.0,3,-34,183
435062.0,4,-45,355
542255.0,7,-16,193
444432.0,9,-101,252
572041.0,8,-159,655
572008.0,4,-7,291
502671.0,3,-37,313
431094.0,5,-10,78
434636.0,8,-154,490
431171.0,5,-23,87
453923.0,9,-18,62
605412.0,4,-19,287
543063.0,6,-39,478
493114.0,7,-38,308
605113.0,6,-22,430
460060.0,6,-5,74
474832.0,3,-29,225
453539.0,8,-18,162
519299.0,4,-37,333
543434.0,5,-66,284
425783.0,9,-130,594
134181.0,5,-62,385
502226.0,9,1,8
547982.0,8,-32,391
477195.0,3,-18,121
543760.0,6,-77,508
596059.0,4,-43,393
425902.0,3,-10,25
607387.0,7,-29,85
450314.0,7,-43,142
462101.0,6,-43,606
452104.0,5,-105,426
430832.0,9,-103,415
136860.0,9,-103,369
458731.0,7,-118,421
544369.0,6,-75,522
518626.0,5,-89,442
429665.0,3,-17,99
