player_id,position,total_bases,opportunities
595281.0,8,-66,381
621002.0,4,-11,101
593428.0,6,-45,420
452655.0,7,-95,461
588751.0,6,-6,241
543068.0,3,-24,115
605141.0,9,-88,412
598265.0,8,-111,527
460576.0,9,-101,345
622110.0,5,-56,361
646240.0,5,-99,363
456488.0,4,-20,149
621563.0,4,-18,251
605480.0,7,-35,94
571506.0,3,-27,164
516770.0,4,-41,448
608365.0,6,-54,409
595879.0,4,-23,237
664023.0,8,-47,160
592178.0,5,-28,227
605119.0,5,-28,137
621446.0,8,-109,457
643265.0,9,-8,9
656941.0,7,-112,409
518792.0,9,-111,397
518618.0,7,-69,318
500743.0,6,-34,274
519203.0,3,-31,259
592680.0,6,-5,43
593160.0,4,-16,336
624585.0,9,-85,223
541645.0,9,-124,367
641313.0,6,-51,521
641553.0,8,-152,606
570560.0,5,-54,406
547170.0,7,-59,248
445055.0,7,-22,161
547989.0,3,-36,238
460086.0,8,-12,61
444876.0,6,-55,313
660162.0,4,-63,411
519058.0,5,-71,367
544725.0,7,-32,112
449181.0,8,-12,66
516416.0,6,-42,475
429664.0,4,2,164
502082.0,9,-43,91
572122.0,5,-72,443
605548.0,8,-40,141
596019.0,6,-79,487
543829.0,8,-49,210
571745.0,9,-173,539
400085.0,7,-7,33
475174.0,3,-35,231
608070.0,5,-42,298
592387.0,3,-23,214
571980.0,7,-6,11
543401.0,4,-13,342
444482.0,7,-124,496
471865.0,9,-123,441
467827.0,7,-108,370
571448.0,5,-73,433
435622.0,3,-28,242
605113.0,6,-22,474
572041.0,8,-84,441
518934.0,4,0,411
502671.0,3,-29,271
571875.0,5,-26,138
453568.0,8,-188,608
502481.0,9,-21,51
596115.0,6,-60,496
606466.0,4,-13,314
571918.0,4,0,4
607387.0,7,-53,148
134181.0,5,-36,199
621043.0,6,-39,324
608324.0,5,-75,378
502210.0,7,-26,81
514888.0,4,-39,288
608336.0,3,-16,61
608577.0,9,-159,437
596059.0,4,-6,393
543807.0,9,-55,200
592261.0,8,-144,497
545350.0,8,-49,245
462101.0,6,-22,320
543760.0,6,-52,580
621566.0,3,-40,333
545361.0,8,-89,490
405395.0,3,-23,118
594777.0,9,-145,469
572039.0,9,-161,522
621471.0,8,-16,36
656305.0,5,-59,462
592743.0,6,-50,454
446359.0,4,-2,39
457708.0,7,-91,608
472528.0,5,-6,107
476704.0,4,-20,362
459964.0,7,-42,163
527043.0,3,-17,77
622534.0,8,-122,531
452104.0,5,-3,19
606115.0,6,-26,334
