last_name,first_name,position,total_bases,opportunities,percentage,player_id
garcia,greg,6,-9,24,-0.375,594824
sardinas,luis,6,-3,17,-0.176,596143
flaherty,ryan,6,0,8,0.0,475247
rosales,adam,6,1,202,0.005,489267
frazier,adam,6,-1,3,-0.333,624428
goins,ryan,6,-9,262,-0.034,572365
garcia,leury,6,-1,8,-0.125,544725
bregman,alex,6,-9,72,-0.125,608324
baez,javier,6,-38,211,-0.18,595879
peterson,jace,6,-4,13,-0.308,607054
romine,andrew,6,0,26,0.0,461865
profar,jurickson,6,1,13,0.077,595777
barney,darwin,6,-9,21,-0.429,446381
alcantara,arismendy,6,-1,11,-0.091,570489
arroyo,christian,6,-3,28,-0.107,624414
valaika,pat,6,1,47,0.021,642162
gregorius,didi,6,-38,456,-0.083,544369
ngoepe,gift,6,-3,11,-0.273,547912
pinder,chad,6,-11,64,-0.172,640461
martinez,michael,6,0,1,0.0,492841
amarista,alexi,6,-8,41,-0.195,506560
saladino,tyler,6,-7,39,-0.179,573135
hanson,alen,6,0,1,0.0,593700
taylor,chris,6,-8,38,-0.211,621035
gordon,dee,6,-2,7,-0.286,543829
sogard,eric,6,-9,68,-0.132,519299
gonzalez,erik,6,0,15,0.0,570481
adrianza,ehire,6,-2,89,-0.022,501303
reynolds,matt,6,-2,17,-0.118,608703
janish,paul,6,-3,22,-0.136,457926
gonzalez,marwin,6,1,104,0.01,503556
d'arnaud,chase,6,-12,23,-0.522,488818
tomlinson,kelby,6,-6,23,-0.261,605509
smith,tyler,6,4,16,0.25,642094
camargo,johan,6,-1,77,-0.013,622666
dejong,paul,6,-26,280,-0.093,657557
moroff,max,6,-10,54,-0.185,621559
tejada,ruben,6,-6,85,-0.071,514913
zobrist,ben,6,1,2,0.5,450314
sanchez,carlos,6,4,13,0.308,570560
torres,ramon,6,1,8,0.125,593527
barreto,franklin,6,-3,46,-0.065,620439
marte,ketel,6,-11,179,-0.061,606466
lin,tzu-wei,6,-7,20,-0.35,624407
mejia,alex,6,-1,11,-0.091,622270
sanchez,adrian,6,2,21,0.095,506703
schoop,jonathan,6,-4,16,-0.25,570731
featherston,taylor,6,0,2,0.0,605227
marrero,deven,6,0,11,0.0,571918
hernandez,cesar,6,0,2,0.0,514917
coleman,dusty,6,-2,72,-0.028,543038
aviles,mike,6,-15,47,-0.319,449107
espinosa,danny,6,-2,8,-0.25,457787
solarte,yangervis,6,-10,59,-0.169,500208
rosario,amed,6,-18,156,-0.115,642708
reinheimer,jack,6,1,2,0.5,595373
urshela,gio,6,-2,8,-0.25,570482
rodriguez,sean,6,-4,18,-0.222,446481
wade,tyler,6,-1,5,-0.2,642180
calixte,orlando,6,0,5,0.0,593525
suarez,eugenio,6,0,2,0.0,553993
donaldson,josh,6,0,5,0.0,518626
robinson,drew,6,0,5,0.0,592685
florimon,pedro,6,-1,5,-0.2,465753
urena,richard,6,-9,59,-0.153,620446
forsythe,logan,6,0,1,0.0,523253
mondesi,adalberto,6,-5,15,-0.333,609275
freeman,mike,6,1,26,0.038,502273
negron,kristopher,6,-2,12,-0.167,502117
culberson,charlie,6,-3,15,-0.2,518586
desmond,ian,6,0,3,0.0,435622
crawford,j. p.,6,-3,22,-0.136,641487
gosselin,philip,6,0,3,0.0,594838
vincej,zach,6,0,6,0.0,572227
beckham,gordon,6,2,5,0.4,493596
moran,colin,6,-3,3,-1.0,592567
