player_id,position,total_bases,opportunities
456715,8,-86,347
493316,7,-107,274
571681,9,-20,36
434158,9,-134,424
501571,8,-12,158
460086,7,-172,466
545341,8,-142,443
572039,9,-184,520
457705,8,-203,614
516782,7,-158,419
407812,7,-132,261
570256,9,-175,423
519306,9,-117,430
595281,8,-114,471
430832,9,-107,329
607680,8,-135,608
457775,7,-36,111
594809,9,-104,507
457706,8,-49,223
542993,8,-111,326
502210,9,-108,394
501981,7,-142,369
466320,7,-238,561
467827,7,-106,225
444482,9,-48,159
453568,8,-233,584
471865,9,-267,569
572008,8,-92,210
630111,7,-102,196
593647,7,-3,14
425834,7,-171,400
445055,8,-93,308
624577,9,-98,293
461314,9,-169,358
408307,7,-27,61
592626,8,-116,460
572204,9,-30,66
571771,7,-23,80
621439,8,-150,481
593934,9,-32,145
592696,7,-101,220
444432,9,-190,347
430945,8,-128,633
572073,7,-39,115
594807,7,-212,536
546318,8,-180,691
501986,7,-17,31
571740,8,-91,474
488721,9,-151,367
457803,9,-214,560
534627,7,-29,35
570267,9,-75,210
434636,7,-215,458
452655,8,-208,561
460075,7,-202,456
452254,9,-139,394
542979,8,-67,268
595023,7,-4,2
570717,8,-32,81
443558,9,-49,155
493114,7,-137,345
547982,8,-158,625
425783,9,-74,164
435622,7,-47,95
452234,7,-58,125
459431,7,-163,335
542255,8,-145,599
519184,8,-73,273
493343,7,-4,14
455976,9,-259,616
547180,9,-183,511
150029,7,-173,429
425796,7,-47,162
594777,9,-252,640
545361,8,-166,650
451594,8,-97,395
656941,7,-2,2
518792,9,-77,383
537953,7,-61,134
518577,9,-5,19
407781,7,-16,34
598265,8,-237,694
434658,8,-89,285
605141,9,-165,609
571788,7,-78,218
571980,8,-132,385
407781,9,-12,56
434658,7,-53,167
453056,8,-173,506
458675,7,-98,289
460576,8,-169,362
543305,7,-36,74
136860,9,-79,210
458731,7,-262,566
502226,7,-11,40
519333,7,-29,62
424825,8,-57,135
593647,8,-24,57
592885,7,-194,445
519317,9,-198,432
457708,7,-217,558
542303,8,-140,539
502110,9,-192,426
543238,8,-43,132
592261,8,-35,146
429711,9,-65,189
493316,8,-76,234
608070,7,-67,155
592192,9,3,5
488681,8,-9,25
592273,7,-76,214
543807,9,-205,597
518466,7,-6,7
595963,7,-99,189
453923,8,-26,66
448605,7,-4,8
596143,7,-5,3
435622,8,-198,624
571757,8,-21,66
485567,7,-23,92
446386,7,-79,176
572816,7,-104,265
572191,8,-49,231
592178,7,-30,132
594809,8,-79,231
543776,7,-7,14
424825,7,-108,239
541645,9,-45,178
543305,9,-73,203
475100,7,-5,28
572204,7,-36,57
453923,7,-27,73
460099,7,-79,173
542454,9,-6,17
572073,8,-9,23
594988,8,-31,65
455759,7,-41,176
624585,7,-30,132
545350,7,-32,86
542454,7,-27,59
458085,9,-26,50
624424,7,-101,236
501986,9,-6,8
502034,7,-3,5
488721,8,-5,24
453211,8,-23,49
596847,7,-24,52
628329,8,2,4
543776,9,0,4
543590,8,-100,309
572204,8,-33,98
518586,7,1,3
449181,9,-121,311
542454,8,-76,202
542455,9,-71,161
594988,7,-19,37
430605,7,-61,129
608671,9,-2,27
572019,7,-6,14
430637,7,2,28
607387,9,-3,9
518792,8,-22,91
592178,9,-19,34
458675,8,-23,58
605512,7,-17,50
596146,9,-171,428
461235,7,-65,167
571757,7,-53,104
547957,7,-115,270
608577,9,-113,418
605480,8,-23,165
460099,9,-29,66
444432,7,-5,6
475247,7,-4,5
400085,9,-54,149
543590,7,-7,13
607385,8,-45,117
571976,7,-3,6
607387,7,-43,161
452234,9,-59,204
435062,7,-110,286
571771,8,-13,58
592273,9,-42,96
446386,9,-10,50
400085,8,-13,47
457477,7,-16,33
571757,9,-6,11
607054,7,-13,43
502317,7,-19,60
544925,8,-3,18
596146,8,3,10
518466,9,-13,59
467827,8,-12,33
446386,8,-26,84
572816,9,-1,4
592696,8,-41,168
542455,7,-41,74
457477,8,-37,131
544925,9,1,8
444482,8,-10,28
519333,9,-3,29
542364,7,-86,180
434658,9,0,2
573131,7,-15,36
425834,8,-52,127
630111,9,-180,327
430001,7,-47,87
608671,8,-104,374
453211,7,-3,18
594809,7,-4,6
545350,8,-97,304
607385,7,-5,26
570717,7,-7,40
570256,7,-37,78
516782,8,-17,51
502317,8,-3,5
485567,9,-45,162
518953,7,-16,41
502481,9,-24,84
543305,8,-17,88
458085,7,-27,66
518953,9,-3,32
453923,9,-42,97
570256,8,-6,15
502082,9,-156,388
425796,9,-25,66
502100,8,-2,12
459964,7,-29,60
544925,7,-8,15
534627,8,-50,130
459964,9,-48,107
572073,9,-88,151
624585,9,-4,9
502100,9,-17,63
595963,9,-6,32
449107,7,-2,14
502317,9,-16,40
571946,7,-3,2
608671,7,-13,21
485567,8,-12,16
594807,9,-8,17
534627,9,-18,38
542364,8,2,17
502226,8,-1,4
554429,9,-2,15
488726,7,-13,32
493114,8,-17,60
429711,7,-11,26
455759,9,-1,8
457477,9,-10,35
502481,8,-96,260
595879,7,0,1
592192,7,-4,9
572039,8,-15,40
461235,9,-22,61
467827,9,-29,57
571771,9,-3,10
611177,7,-11,16
453203,7,-21,100
400085,7,-14,51
502261,9,-7,14
502100,7,-29,50
501571,9,-6,8
450314,9,-28,60
607776,7,-16,42
501888,7,-1,2
488818,9,0,2
501888,9,0,4
605253,7,0,3
461865,8,-37,64
592325,9,-10,38
460075,9,0,1
449107,9,-33,79
542255,7,-14,40
502082,8,-2,6
518991,9,-1,7
518991,8,-1,2
453211,9,-31,40
543302,9,-1,12
543742,7,-2,2
519184,7,-15,53
592620,7,-18,48
543105,7,-96,241
545350,9,-1,10
458675,9,-8,33
446481,7,4,9
457708,8,-6,21
570615,7,-4,23
571980,9,-4,5
606299,8,-21,47
542992,7,0,1
502523,8,-11,19
519208,7,-4,9
492841,9,4,29
542993,9,-8,22
446481,9,-26,49
570717,9,-58,155
457727,8,-111,424
456422,8,-153,344
519306,8,-5,13
600301,9,-2,15
593160,7,-10,43
492841,7,-5,11
643393,7,-29,82
518991,7,-1,1
594838,7,-2,10
475247,9,-2,7
502523,9,-5,22
493472,7,0,2
596119,7,-5,52
517369,9,-2,2
543590,9,-32,79
519295,9,-27,87
608577,7,-59,130
543257,7,-132,312
605509,7,0,7
492841,8,-6,12
608701,9,-20,52
457775,8,-60,121
456422,9,-31,58
502481,7,-8,49
543484,8,-14,76
592419,7,-8,25
542364,9,-5,24
519333,8,-12,47
605480,7,-15,56
453203,8,-23,42
430001,9,-7,2
502261,7,-7,14
543484,7,-13,60
592620,9,-18,61
518618,7,-8,18
552662,7,-5,16
506560,9,-3,9
591720,9,-2,2
518649,7,-14,42
543742,9,-1,1
503556,7,-16,48
543776,8,-68,232
455759,8,-10,23
430605,9,-4,5
542194,7,-6,20
552662,9,0,2
150029,9,-2,9
433217,7,0,1
453895,7,0,1
605125,7,-69,217
517370,9,-27,63
541645,7,-9,31
519295,7,-18,52
605183,7,-6,15
571681,7,-9,12
517370,7,-21,51
592835,7,-2,4
475100,9,-10,27
543484,9,-16,50
546991,7,-3,15
446481,8,-1,4
598284,7,-25,44
571970,9,-10,50
592239,7,-9,35
546991,8,-11,92
541650,9,-48,153
592731,8,-1,9
502523,7,-26,48
461865,9,-6,4
502261,8,0,1
506560,7,-4,11
527043,7,-38,80
607387,8,0,7
592407,7,0,1
592731,7,6,12
572365,7,-4,5
488818,7,-8,29
593160,9,-12,22
628329,7,-3,7
592835,9,-1,5
461416,9,-3,9
543281,9,-2,1
543094,7,-9,20
572365,9,1,1
570615,9,-43,72
546991,9,2,6
543094,9,-19,32
488681,7,-32,75
543939,8,-5,30
502054,7,-18,50
605183,9,-7,26
502054,8,-60,136
593647,9,-13,27
573135,9,0,1
537953,9,1,4
466988,7,1,27
606299,7,-13,32
444379,9,-3,2
607776,9,-10,70
600301,7,2,13
571553,9,-7,8
608703,7,-4,5
570489,9,-2,3
488681,9,-2,5
534606,7,-3,6
543768,7,0,1
518490,7,-36,71
516809,9,-18,41
543094,8,-3,8
575929,7,-27,68
592178,8,0,1
543939,7,-12,19
624428,9,-18,26
607043,9,-13,24
534606,9,-2,1
474319,7,-1,5
607043,7,-28,45
545338,7,-34,73
434778,9,-3,15
545338,9,3,19
488818,8,-5,19
449181,8,-30,158
519295,8,-54,227
543302,7,-10,14
572191,9,-1,4
501659,8,-4,6
624428,7,-14,34
592620,8,-2,4
474832,7,-2,4
466988,8,-8,5
461416,7,-5,5
434636,8,-12,24
501659,9,-21,91
453203,9,1,18
518649,9,-36,96
543706,7,-4,14
501659,7,-32,73
543706,8,0,1
502285,8,0,1
518614,7,-10,18
592808,8,-5,16
543706,9,-3,6
475100,8,-4,5
450314,7,-10,31
607385,9,-12,14
624577,8,-2,12
595025,9,-5,4
502273,9,-3,5
545341,7,-2,13
543939,9,0,3
570481,9,0,1
434158,8,-43,125
624424,9,-8,23
425834,9,1,9
446381,7,-7,11
474865,8,-3,7
592808,9,-34,45
518653,8,-5,5
502054,9,-7,9
474865,7,-6,15
592261,7,-26,52
624424,8,-1,20
592239,8,-1,1
571788,9,-8,9
502143,9,-52,134
