last_name,first_name,position,total_bases,opportunities,percentage,player_id
jay,jon,8,-1,200,-0.005,445055
fowler,dexter,8,-51,590,-0.086,451594
trout,mike,8,-34,709,-0.048,545361
jackson,austin,8,-28,513,-0.055,457706
ozuna,marcell,8,-33,474,-0.07,542303
young,eric,8,1,62,0.016,458913
kiermaier,kevin,8,30,690,0.043,595281
betts,mookie,8,-64,651,-0.098,605141
herrera,odubel,8,-4,622,-0.006,546318
bourn,michael,8,-33,425,-0.078,456422
gomez,carlos,8,-15,506,-0.03,460576
blackmon,charlie,8,-78,626,-0.125,453568
schafer,jordan,8,-20,115,-0.174,457788
davis,rajai,8,-24,179,-0.134,434658
lagares,juan,8,-20,484,-0.041,501571
taylor,michael,8,-31,441,-0.07,572191
hamilton,billy,8,18,479,0.038,571740
mccutchen,andrew,8,-42,573,-0.073,457705
pederson,joc,8,-59,539,-0.109,592626
myers,wil,8,-23,131,-0.176,571976
pollock,a. j.,8,-26,655,-0.04,572041
pagan,angel,8,-62,490,-0.127,434636
fuld,sam,8,8,162,0.049,453539
martin,leonys,8,46,391,0.118,547982
pompey,dalton,8,6,81,0.074,592647
ellsbury,jacoby,8,-20,423,-0.047,453056
maybin,cameron,8,-28,650,-0.043,457727
jones,adam,8,-2,577,-0.003,430945
inciarte,ender,8,-13,96,-0.135,542255
jennings,desmond,8,1,27,0.037,457775
revere,ben,8,-22,177,-0.124,519184
eaton,adam,8,-44,660,-0.067,594809
cain,lorenzo,8,2,670,0.003,456715
marisnick,jake,8,2,349,0.006,545350
gose,anthony,8,-16,621,-0.026,543238
gentry,craig,8,10,27,0.37,502226
deshields,delino,8,-35,401,-0.087,592261
rasmus,colby,8,-20,123,-0.163,458675
villar,jonathan,8,2,2,1.0,542340
pillar,kevin,8,-23,666,-0.035,607680
stubbs,drew,8,2,83,0.024,453211
ladendorf,tyler,8,-3,7,-0.429,502285
grichuk,randal,8,-9,123,-0.073,545341
young,chris,8,-6,42,-0.143,455759
holt,brock,8,-1,9,-0.111,571788
marte,starling,8,-5,54,-0.093,516782
blanco,gregor,8,-39,147,-0.265,453923
cowgill,collin,8,3,6,0.5,518577
robinson,shane,8,-3,77,-0.039,453203
venable,will,8,-18,238,-0.076,461416
suzuki,ichiro,8,-3,24,-0.125,400085
negron,kristopher,8,7,11,0.636,502117
ackley,dustin,8,-7,58,-0.121,554429
ruggiano,justin,8,-6,39,-0.154,448605
peguero,carlos,8,2,1,2.0,451713
mahtook,mikie,8,-1,30,-0.033,543484
parra,gerardo,8,10,159,0.063,467827
bourjos,peter,8,-31,238,-0.13,488721
bonifacio,emilio,8,0,3,0.0,466988
schafer,logan,8,-17,137,-0.124,502582
boesch,brennan,8,0,37,0.0,453269
span,denard,8,-29,296,-0.098,452655
aviles,mike,8,0,10,0.0,449107
dyson,jarrod,8,-12,125,-0.096,502481
denorfia,chris,8,-6,12,-0.5,456121
bryant,kris,8,-3,7,-0.429,592178
heisey,chris,8,-6,25,-0.24,502317
polanco,gregory,8,0,1,0.0,570256
reddick,josh,8,0,1,0.0,502210
amarista,alexi,8,-5,11,-0.455,506560
harper,bryce,8,-3,38,-0.079,547180
hernandez,enrique,8,-10,54,-0.185,571771
shuck,jb,8,-12,52,-0.231,543776
burns,billy,8,-21,520,-0.04,542993
holt,tyler,8,-6,33,-0.182,534627
brantley,michael,8,-10,87,-0.115,488726
szczur,matt,8,-4,17,-0.235,519333
guyer,brandon,8,-6,58,-0.103,446386
hicks,aaron,8,-35,435,-0.08,543305
nieuwenhuis,kirk,8,5,54,0.093,543590
almonte,abraham,8,-19,219,-0.087,501659
granderson,curtis,8,3,13,0.231,434158
spangenberg,cory,8,0,2,0.0,605486
bradley,jackie,8,-13,120,-0.108,598265
ceciliani,darrell,8,4,24,0.167,571553
carrera,ezequiel,8,-1,26,-0.038,485567
heathcott,slade,8,8,28,0.286,571761
castillo,rusney,8,-5,30,-0.167,628329
barnes,brandon,8,-12,41,-0.293,488681
gardner,brett,8,-7,164,-0.043,458731
lough,david,8,-5,64,-0.078,518953
cunningham,todd,8,2,16,0.125,592239
upton,b. j.,8,-23,227,-0.101,425834
williams,mason,8,2,26,0.077,592863
maxwell,justin,8,3,5,0.6,452239
buxton,byron,8,-2,205,-0.01,621439
jones,james,8,-6,47,-0.128,571825
springer,george,8,-6,44,-0.136,543807
reimold,nolan,8,-2,20,-0.1,460099
robertson,dan,8,-2,20,-0.1,543706
perez,eury,8,-6,16,-0.375,516811
byrd,marlon,8,-3,14,-0.214,407781
rosario,eddie,8,4,23,0.174,592696
gallo,joey,8,0,1,0.0,608336
peralta,david,8,0,2,0.0,444482
santana,danny,8,1,16,0.062,542454
santana,domingo,8,-5,74,-0.068,570267
presley,alex,8,-1,6,-0.167,502100
gillespie,cole,8,-9,81,-0.111,502261
pham,tommy,8,-12,106,-0.113,502054
bourgeois,jason,8,0,140,0.0,430652
orlando,paulo,8,3,18,0.167,449181
yelich,christian,8,-10,152,-0.066,592885
de aza,alejandro,8,-1,3,-0.333,457477
dejesus,david,8,-1,5,-0.2,430203
peterson,shane,8,-13,85,-0.153,451089
cespedes,yoenis,8,-11,164,-0.067,493316
marte,ketel,8,-2,5,-0.4,606466
thompson,trayce,8,2,25,0.08,572204
garcia,leury,8,-2,8,-0.25,544725
perez,juan,8,-2,9,-0.222,543633
victorino,shane,8,0,5,0.0,425664
jankowski,travis,8,-8,71,-0.113,608671
lamarre,ryan,8,3,32,0.094,534606
sweeney,darnell,8,-1,10,-0.1,572182
altherr,aaron,8,10,21,0.476,571437
miller,brad,8,-20,63,-0.317,543543
piscotty,stephen,8,-3,2,-1.5,572039
peraza,jose,8,0,2,0.0,606299
heyward,jason,8,6,19,0.316,518792
pridie,jason,8,0,2,0.0,445095
alvarez,dariel,8,0,1,0.0,645848
o'malley,shawn,8,0,38,0.0,502523
den dekker,matt,8,-2,3,-0.667,544925
berry,quintin,8,-5,2,-2.5,450641
martinez,michael,8,-2,10,-0.2,492841
decker,jaff,8,0,2,0.0,543094
lake,junior,8,-1,2,-0.5,516809
schumaker,skip,8,0,6,0.0,435401
romero,stefen,8,-1,2,-0.5,552662
van slyke,scott,8,-2,4,-0.5,475100
dickerson,corey,8,-2,10,-0.2,572816
parker,jarrett,8,-3,9,-0.333,592620
